"title","authors","year_published","type","total_citations","2020","2021","2022","2023","2024","2025","2026","matched_keywords","matched_go_words","source_syllabi"
"Space, Land and Time: Underground Adventures with Ant Farm","Laura Harrison; Elizabeth Federici","2010","other","1","0","0","0","0","0","0","1","","land, space","2026cprize-30"
"Space: Extensive and Intensive, Actual and Virtual","M. DeLanda","2005","chapter","1","1","0","0","0","0","0","0","","virtual, space","2020cprize-09"
"Spaces in-between impacts on indoor environment and energy efficiency in dwellings","Catarina Ribeiro; Nuno Ramos; Inês Flores-Colen","2019","article","1","0","0","0","1","0","0","0","environmental, energy","energy","2023cprize-28"
"Spaceship in the Desert: Energy, Climate Change, and Urban Design in Abu Dhabi","Gökçe Günel","2019","book","1","1","0","0","0","0","0","0","climate, change, energy","energy, climate, change, urban, design","2020cprize-02"
"Spatial Models for the Domestic Commons: Communes, Co-living, and Cooperatives","Neeraj Bhatia; Antje Steinmuller","","article","1","0","0","0","0","1","0","0","","space","2024cprize-01"
"Spatial Translations: Sequencing Making and Technology in First-Year Design Pedagogy","K. Schumann","2023","article","1","0","0","0","0","1","0","0","","technology, space, design","2024cprize-23"
"Spatial Violence","Anooradha Iyer Siddiqi","2016","book","1","1","0","0","0","0","0","0","","space","2020cprize-14"
"Spatializing Energy Justice","Stefan Bouzarovski; Neil Simcock","","article","1","0","0","0","0","0","1","0","energy, justice","energy, space, justice","2025cprize-35"
"Spatializing Justice: Building Blocks","Teddy Cruz; Fonna Forman","2022","book","1","0","0","0","1","0","0","0","justice","building, space, justice","2023cprize-26"
"Spatializing Reparations: Mapping Reparative Futures","Danika Cooper","2023","article","1","0","0","0","0","0","0","1","","map, space","2026cprize-04"
"Spectacular Solitude, City, and Self in Père-Lachaise Cemetery","","2018","article","1","0","0","0","0","0","1","0","","city","2025cprize-29"
"Speculative Volcanology: Time, Becoming, and Violence in Encounters with Magma","Nigel Clark; Alexandra Gormally; Hugh Tuffen","2018","article","1","0","0","0","0","0","0","1","","speculate","2026cprize-48"
"Spielraum","Barkow Leibinger","","book","1","0","0","0","0","1","0","0","","","2024cprize-01"
"Spokane as Carnival: A Critique of Spokane's Approach to Urban Renewal","","2003","chapter","1","0","1","0","0","0","0","0","","urban","2021cprize-05"
"Stainless Steel Surfaces: A Guide to Alloys, Finishes, Fabrication and Maintenance in Architecture and Art","William Zahner","2019","book","1","0","1","0","0","0","0","0","","fabrication, architecture","2021cprize-11"
"Standing with Standing Rock: Voices from the #NODAPL Movement","N. Estes; J. Dhillon","2019","book","1","0","1","0","0","0","0","0","","","2021cprize-16"
"Star Theatre","Firebrace","","other","1","1","0","0","0","0","0","0","","","2020cprize-33"
"Star Wars: The Clone Wars","Dave Filoni","2008","other","1","0","1","0","0","0","0","0","","","2021cprize-56"
"States of Knowledge: The Co-Production of Science and Social Order","Sheila Jasanoff","2004","book","1","0","1","0","0","0","0","0","science","social, science, knowledge","2021cprize-47"
"Station Eleven","Emily St. John Mandel","2014","book","1","0","1","0","0","0","0","0","","","2021cprize-60"
"Steel Construction Manual","Helmut Schultz; et al.","2000","book","1","1","0","0","0","0","0","0","","construction","2020cprize-16"
"Stick Snap Stack","J. Song; D. Vrana; J. Shim","2022","other","1","0","0","0","1","0","0","0","","","2023cprize-19"
"Still Standing?: Looking Back at Reconstruction and Disaster Risk Reduction in Housing","","2015","book","1","1","0","0","0","0","0","0","","risk, house, disaster","2020cprize-50"
"Stitches and Insertions","L. Samuels","2011","chapter","1","1","0","0","0","0","0","0","","","2020cprize-15"
"Stonehenge in the Mind and Stonehenge on the Ground: Reader, Viewer, and Object in Inigo Jones's Stone-Heng Restored (1655)","","2018","article","1","0","0","0","0","0","1","0","","","2025cprize-29"
"Stones Clouds Miles: A Richard Long Reader","Clarrie Wallis","","book","1","0","0","0","0","1","0","0","","","2024cprize-42"
"Storming the Gates of Paradise: Landscapes for Politics","Rebecca Solnit","2007","book","1","0","0","1","0","0","0","0","","landscape","2022cprize-28"
"Strange Details","Michael Cadwell","","book","1","0","0","0","0","1","0","0","","","2024cprize-01"
"Strange Universalism (Editorial)","Hito Steyerl; Julieta Aranda; Brian Kuan Wood; Stephen Squibb; Anton Vidokle","2017","article","1","1","0","0","0","0","0","0","","","2020cprize-51"
"Strange Weather: Culture, Science and Technology in the Age of Limits","Andrew Ross","1991","book","1","1","0","0","0","0","0","0","science","technology, science, weather, culture","2020cprize-16"
"Stranger Magic: Charmed States and the Arabian Nights","Marina Warner","2013","book","1","0","0","0","0","1","0","0","","","2024cprize-16"
"Strangers In Their Own Land: Anger and Mourning on the American Right","Arlie Russell Hochschild","","book","1","1","0","0","0","0","0","0","","land","2020cprize-36"
"Strategic Methods of Integrating Building Science and Design","Nea Maloo; Dahlia","2020","article","1","0","1","0","0","0","0","0","science","building, science, design","2021cprize-50"
"Strategies of Effect and Mimesis: Naturalized Architectures and Architecturalized Natures","Miguel Guitart","2018","article","1","0","0","1","0","0","0","0","","","2022cprize-30"
"Strategies to Address the Special Challenges of Designing STEM Facilities","Maurice Eftink; Samantha","2016","other","1","0","0","0","1","0","0","0","","","2023cprize-40"
"Strategies to Successfully Navigate the Design of STEM Facilities: A Case Study at the University of Mississippi","Maurice Eftink","2017","article","1","0","0","0","1","0","0","0","","design","2023cprize-40"
"Straw and Other Fibers: A Second Harvest","Chris Magwood; Massey Burke","2017","chapter","1","0","0","1","0","0","0","0","","","2022cprize-21"
"Street Design and Urban Canopy Layer Climate","T.R. Oke","1988","article","1","0","0","0","1","0","0","0","climate","climate, urban, design","2023cprize-39"
"Street view imagery in urban analytics and GIS: A review","F. Biljecki; K. Ito","2021","article","1","0","0","0","1","0","0","0","","urban","2023cprize-22"
"Structural Inequality: Black Architects in the United States","Victoria Kaplan","","book","1","0","1","0","0","0","0","0","","structure","2021cprize-50"
"Structuralism: Destitution of the Subject?","Étienne Balibar","","article","1","0","0","0","1","0","0","0","","","2023cprize-03"
"Structuring the Environmental Experience Design Research Framework Through Selected Aged Care Facility Data Analyses in Victoria","N. Ma; H.W. Chau; J. Zhou; M. Noguchi","2017","article","1","0","1","0","0","0","0","0","environmental, experience, data","data, experience, research, design","2021cprize-42"
"Student Collaboration in Comprehensive Design","Spector; Yates; Homer; Hoskins; Mansy","2019","other","1","1","0","0","0","0","0","0","","collaboration, design","2020cprize-07"
"Students' Positioning in the Classroom: A Study of Teacher-Student Interactions in a Socioscientific Issue Context","Ulrika Bossér; Mats Lindahl","2019","article","1","0","1","0","0","0","0","0","issue","","2021cprize-10"
"Studies in Tectonic Culture","Kenneth Frampton","","book","1","0","0","0","0","1","0","0","","culture","2024cprize-01"
"Studio and Cube: On the Relationship Between Where Art Is Made and Where Art Is Displayed","Brian O'Doherty","2007","book","1","0","1","0","0","0","0","0","","","2021cprize-59"
"Studio Straat: Het inspiratiedocument voor goed ingerichte straten","Studio Bereikbaar","2024","report","1","0","0","0","0","0","0","1","","","2026cprize-46"
"Studying human behavior with virtual reality: The Unity Experiment Framework","J. Brooks; M. Warburton; M. Alghadier; M. Mon-Williams","2019","article","1","0","0","0","0","0","1","0","human","human, virtual","2025cprize-25"
"Stuff Matters","Mark Miodownik","","book","1","1","0","0","0","0","0","0","","","2020cprize-33"
"Stupid Little Automata in Architecture Culture","Alicia Imperiale","2014","article","1","1","0","0","0","0","0","0","","culture, architecture","2020cprize-49"
"SU RE: Sustainable Resilient Design Systems","John Nastasi; Ed May; Clarke Snell; Graham S. Wright; Claire Weisz; Alexandros Washburn; Ken Levenson","2018","book","1","1","0","0","0","0","0","0","systems, sustainable","system, resiliency, sustainability, design","2020cprize-50"
"Subculture: Microbial Metrics and the Multi-Species City","","2019","other","1","1","0","0","0","0","0","0","","species, city","2020cprize-02"
"Subdivided: City Building in an Age of Hyper-Diversity","Jay Pitter; John Lorinc","2016","book","1","0","0","1","0","0","0","0","","building, city","2022cprize-29"
"Subnature","David Gissen","","book","1","0","0","0","0","1","0","0","","","2024cprize-01"
"Subtraction Inversion Remote: Appalachian Trail","Keller Easterling","2001","article","1","1","0","0","0","0","0","0","","","2020cprize-62"
"Subversive Sonnets","Pamela Mordecai","","book","1","0","0","0","0","0","1","0","","","2025cprize-34"
"Sudan: The Nubian Caravans","Erich Pröll","2001","other","1","0","0","0","1","0","0","0","","","2023cprize-05"
"Suffused Blossom #8: A Full-Scale Installation Bridging Design and Neuroscience","Na Wei","2026","article","1","0","0","0","0","0","0","1","","design","2026cprize-43"
"Suffused Space: A Farewell to the Indifferent Architecture","Na Wei","2019","book","1","0","0","0","0","0","0","1","","space, architecture","2026cprize-43"
"Summary for Policymakers (in Climate Change 2022: Impacts, Adaptation, and Vulnerability)","H.-O. Pörtner; D.C. Roberts; E.S. Poloczanska; K. Mintenbeck; M. Tignor; A. Alegría; M. Craig; S. Langsdorf; S. Löschke; V. Möller; A. Okem","2022","report","1","0","0","0","1","0","0","0","climate, change","climate, change","2023cprize-20"
"Summary for Policymakers (IPCC Special Report on Renewable Energy Sources and Climate Change Mitigation)","Ottmar Edenhofer; et al.","","report","1","0","1","0","0","0","0","0","climate, change, energy","energy, climate, change, mitigation","2021cprize-29"
"Summary for Policymakers (Special Report on Climate Change and Land)","IPCC","2019","report","1","0","1","0","0","0","0","0","climate, change","climate, land, change","2021cprize-29"
"Summary of Beach Replenishment Experience on U.S. East Coast Barrier Islands","O. H. Pilkey; Tonya D. Clayton","1989","article","1","0","0","1","0","0","0","0","experience","experience, coast","2022cprize-06"
"Summer in the City Is Hot, but Some Neighborhoods Suffer More","N. Popovich; C. Flavelle","2019","article","1","0","0","1","0","0","0","0","","city","2022cprize-05"
"Sun Tunnels","Nancy Holt","1973","other","1","0","0","1","0","0","0","0","","","2022cprize-28"
"SUPER RAT","Chim↑Pom","2006","other","1","0","0","1","0","0","0","0","","","2022cprize-28"
"Superporous Intelligent Hydrogels for Environmentally Adaptive Building Skins","A. Ida","2017","article","1","1","0","0","0","0","0","0","","building, adaptive","2020cprize-45"
"Superuse: Constructing New Architecture by Shortcutting Material Flows","Ed van Hinte; Césare Peeren; Jan Jongert","2007","book","1","0","0","1","0","0","0","0","material","material, architecture","2022cprize-14"
"Supply Chains and the Human Condition","Anna Lowenhaupt Tsing","2009","article","1","1","0","0","0","0","0","0","human","human","2020cprize-46"
"Surface Architecture","David Leatherbarrow","2005","book","1","0","0","0","0","0","0","1","","architecture","2026cprize-62"
"Surplus Energies: Coal, Architecture, and Modern Space in Britain","","","book","1","0","0","0","0","0","1","0","","energy, space, architecture","2025cprize-01"
"Surplus Enjoyment","Nadia Bou Ali","2022","chapter","1","0","0","0","1","0","0","0","","","2023cprize-03"
"Surprising Commons","Carol Rose","2014","article","1","1","0","0","0","0","0","0","","","2020cprize-56"
"Surrounded Islands","Christo; Jeanne-Claude","1983","other","1","0","0","1","0","0","0","0","","","2022cprize-28"
"Suspending Damage: A Letter to Communities","E. Tuck","2009","article","1","0","0","0","1","0","0","0","community","","2023cprize-06"
"Sustainability","Government of Canada","","website","1","0","1","0","0","0","0","0","sustainable","sustainability","2021cprize-21"
"Sustainability and Redefinition of the Pleasure Principle","Matthias Sauerbruch","2009","article","1","1","0","0","0","0","0","0","sustainable","sustainability","2020cprize-67"
"Sustainability and Resiliency Metrics for Buildings - Critical Review","G. Marjaba; S. Chidiac","2016","article","1","0","1","0","0","0","0","0","sustainable, critical, resilience","critical, resiliency, sustainability","2021cprize-01"
"Sustainability and the Architectural History Survey","Vandana Baweja","2014","article","1","1","0","0","0","0","0","0","sustainable","history, sustainability","2020cprize-24"
"Sustainability and Toxicity of Building Materials","Petrović, Emina Kristina","2024","book","1","0","0","0","0","0","0","1","material, sustainable","material, building, sustainability","2026cprize-62"
"Sustainability Decisions Need a Whole-Life Perspective","The Athena Sustainable Materials Institute","2021","website","1","0","0","1","0","0","0","0","sustainable","sustainability","2022cprize-31"
"Sustainability, Architecture, and 'Nature' Between Fuzzy Systems and Wicked Problems","Mark Jarzombek","2003","article","1","0","0","0","0","1","0","0","systems, sustainable, nature","system, sustainability, architecture","2024cprize-13"
