"title","authors","year_published","type","genre","description","publisher","journal","container_title","isbn","total_citations","2020","2021","2022","2023","2024","2025","2026","source_syllabi"
"The Maintainers: How a New Ethic of Care Can Repair Our Relationships with Technology","Lee Vinsel; Andrew Russell","","book","","","","","","","1","0","0","0","0","0","0","1","2026cprize-52"
"The Malay House: Rediscovering Malaysia's Indigenous Shelter System","Lim Jee Yuan","","book","Architecture; Domestic Architecture","","","","","9789679966046","1","0","1","0","0","0","0","0","2021cprize-31"
"The Many Faces of Cosmo-polis: Border Thinking and Critical Cosmopolitanism","Walter D. Mignolo","2000","article","","","","Public Culture","","","1","0","1","0","0","0","0","0","2021cprize-17"
"The Master Builders","Peter Blake","1960","book","Architecture, Modern; Modern Architecture; Architecture; Le corbusier, 1887-1965; Mies van der rohe, ludwig, 1886-1969","The story of modern architecture is told here through the lives and works of three men who changed the face of the cities we live in. Le Corbusier gave to modern design a sure and brilliant sense of form; Mies brought an almost Gothic discipline of structure; and Wright heralded a new and dramatic concept of space and freedom. Through this triple focus, Peter Blake provides a perspective on the en","Knopf","","","9780393315042","1","0","0","1","0","0","0","0","2022cprize-20"
"The Matter of Climate (in Material Imagination in Architecture)","Dernie; Gaspari","","chapter","","","","","","","1","0","1","0","0","0","0","0","2021cprize-26"
"The Meaning of Property: Freedom, Community, and the Legal Imagination","Jedediah Purdy","2011","book","","","","","","","1","1","0","0","0","0","0","0","2020cprize-32"
"The Meaning of the TVA","C. Herman Pritchett","1942","article","","","","The Virginia Quarterly Review","","","1","0","1","0","0","0","0","0","2021cprize-02"
"The Medina, the Hammam, and the Future of Sustainability","Richard Levine; Michael Hughes; Casey Ryan Mather","2008","article","","","","ArchNet-IJAR","","","1","1","0","0","0","0","0","0","2020cprize-58"
"The Mediterranean: A New Imaginary","Adrian Lahoud","2013","chapter","","","","","New Geographies 5","","1","1","0","0","0","0","0","0","2020cprize-17"
"The Meteorological Architecture of Philippe Rahm","","2014","article","","","","International Journal of Contemporary Architecture ""The New ARCH""","","","1","0","0","0","0","1","0","0","2024cprize-15"
"The Metropolis and Mental Life","Georg Simmel","","article","","","","","","","1","0","1","0","0","0","0","0","2021cprize-15"
"The Metropolis and Mental Life (in Classic Essays on the Culture of Cities)","Georg Simmel","1969","chapter","","","Prentice","","","","1","0","0","0","1","0","0","0","2023cprize-23"
"The Metropolis of Tomorrow","Hugh Ferriss","1929","book","Forecasting; Skyscrapers; Municipal Art; Ferriss, Hugh,; Cities and towns","","I. Washburn","","","9780910413244","1","1","0","0","0","0","0","0","2020cprize-57"
"The Metropolitan Revolution: How Cities and Metros Are Fixing Our Broken Politics and Fragile Economy","Bruce Katz; Jennifer Bradley","","book","","","","","","","1","0","0","0","0","0","0","1","2026cprize-13"
"The Middle Passage","V. S. Naipaul","1962","book","Description and travel; Journeys; Travel; Trinidadian Authors; Descriptions et voyages","","Vintage","","","9780375708343","1","1","0","0","0","0","0","0","2020cprize-61"
"The Miniature and the Gigantic in Philadelphia Architecture: Essays on Designing the City to Human Scale","","2007","book","","","Mellen Press","","","","1","1","0","0","0","0","0","0","2020cprize-22"
"The Minimum Dwelling","Karel Teige","2002","book","Apartment houses; Housing; Modern movement (Architecture); Political aspects; Political aspects of Housing","""Karel Teige (1900-1951), one of the most important figures of the European avant-garde, influenced virtually every area of art, design, and urban thinking in the 1920s and 1930s. His Minimum Dwelling, originally published in Czech in 1932 and appearing now for the first time in English, is one of the landmark architectural books of the twentieth century."". ""Minimum Dwelling is not just a book on","MIT Press","","","9780262201360","1","0","1","0","0","0","0","0","2021cprize-15"
"The Minor Tonality of Arantzazu","Brent Sturlaugson","2013","article","","","","CLOG","","","1","1","0","0","0","0","0","0","2020cprize-46"
"The Modern Sublime","Tate","","website","","","","","","","1","0","0","0","1","0","0","0","2023cprize-23"
"The Molly Maguires","Martin Ritt","1970","other","","","","","","","1","0","1","0","0","0","0","0","2021cprize-54"
"The Moral Case for Fossil Fuels","Alex Epstein","","book","","","Penguin","","","","1","0","1","0","0","0","0","0","2021cprize-54"
"The Multimedia Language of Models","Bélanger, Pierre","2013","chapter","","","Actar","","Platform 6: A Year of Research through Studio Work, Theses, Lectures, Exhibitions and Events","","1","1","0","0","0","0","0","0","2020cprize-40"
"The Municipalist Moment","Erik Forman; Elia Gran; Sixtine van Outryve","2020","article","","","","Dissent Magazine","","","1","0","1","0","0","0","0","0","2021cprize-17"
"The Murmur of the Site","Rafael Moneo","1992","chapter","","","","","Anywhere","","1","0","1","0","0","0","0","0","2021cprize-59"
"The Myth of the Human Enterprise: Towards a Different Theory","Andreas Malm","2016","chapter","","","Verso Books","","","","1","0","1","0","0","0","0","0","2021cprize-54"
"The Myth of the Sustainable City","John Day; Charles Hall","2016","article","","","","Scientific American","","","1","1","0","0","0","0","0","0","2020cprize-67"
"The Mythology of Technology & Milpa Forest Gardens (in Lo-TEK: Design by Radical Indigenism)","Julia Watson","2019","chapter","","","Taschen","","","","1","0","1","0","0","0","0","0","2021cprize-18"
"The Natural Flow Regime: A Paradigm for River Conservation and Restoration","N.L. Poff","1997","article","","","","","","","1","0","0","0","0","0","0","1","2026cprize-54"
"The Natural History of the Earth (in Cultures of Natural History)","Martin Guntau","1996","chapter","","","Cambridge University Press","","","","1","0","0","0","1","0","0","0","2023cprize-17"
"The Natural History, Book XVI, Chapter 1","Pliny the Elder; John Bostock (trans./ed.)","1855","book","","","","","","","1","0","0","0","1","0","0","0","2023cprize-20"
"The Nature and Art of Workmanship","David Pye","","book","Industrial design; Handicraft","","","","","9780521293563","1","0","0","0","0","1","0","0","2024cprize-01"
"The Nature of Learning: Highlighting Biophilic Research","M. Mick; A. Vick; A. Houston; E. Lewis; E. Neri","2023","other","","","","","","","1","0","0","0","0","1","0","0","2024cprize-34"
"The Nature of Nature","","","book","","","","","","","1","1","0","0","0","0","0","0","2020cprize-08"
"The Nature of Ornament: Rhythm and Metamorphosis in Architecture","Kent Bloomer","2000","book","","","W.W. Norton","","","","1","0","0","0","0","0","0","1","2026cprize-44"
"The Nature of Positive","Pamela Mang; Bill Reed","2014","article","","","","Building Research & Information","","","1","0","1","0","0","0","0","0","2021cprize-40"
"The Nature of the Drift Theory and its Relationship to Hitherto Prevalent Accounts of Changes in the Earth's Surface Configuration in Geological Time (in The Origin of Continents and Oceans)","Alfred Wegener","","chapter","","","","","","","1","0","0","0","1","0","0","0","2023cprize-17"
"The Nature Parallel (in The Return of Nature: Sustaining Architecture in the Face of Sustainability)","Barry Bergdoll","2014","chapter","","","Routledge","","","","1","0","0","0","1","0","0","0","2023cprize-17"
"The Negative Impact of Solar Reflections Caused by Reflective Buildings' Facades in Urban Settings: Simulation-Based Case Study of the Nasher Museum in Texas","Sahar Abdelwahab; Mariam Elhussinay; Rania Labib","2019","other","","","","Sustainable Built Environment (SBE) International Conference","","","1","0","1","0","0","0","0","0","2021cprize-58"
"The New Downtown Library: Designing with Communities","S. Mattern","2007","book","","","University of Minnesota Press","","","","1","0","0","0","0","0","0","1","2026cprize-53"
"The new geography of contemporary urbanization and the environment","K. C. Seto; R. Sánchez-Rodríguez; M. Fragkias","2010","article","","","","Annual Review of Environment and Resources","","","1","0","0","0","0","0","1","0","2025cprize-15"
"The New Geography of Korean Architects in the World","J. Song","2015","article","","","","SPACE","","","1","0","0","0","1","0","0","0","2023cprize-19"
"The New Materiality","Manuel DeLanda","","article","","","","Architectural Design","","","1","0","0","0","0","1","0","0","2024cprize-23"
"The New Net Zero: Leading-Edge Design and Construction of Homes and Buildings for a Renewable Energy Future","B. Maclay","2014","book","","","Chelsea Green Publishing","","","","1","1","0","0","0","0","0","0","2020cprize-19"
"The new politics and geographies of scarcity","L. Mehta; A. Huff; J. Allouche","2019","article","","","","Geoforum","","","1","0","0","0","0","0","1","0","2025cprize-15"
"The New Regional Pattern: Industries and Gardens: Workshops and Farms","Ludwig Hilberseimer","1949","book","","","Paul Theobald","","","","1","1","0","0","0","0","0","0","2020cprize-05"
"The Next American Metropolis: Ecology, Community, and the American Dream","Peter Calthorpe","1993","book","","","","","","","1","0","0","0","0","0","0","1","2026cprize-46"
"The NSA's Spy Hub in New York, Hidden in Plain Sight","Ryan Gallagher; Henrik Moltke","2016","article","","","","The Intercept","","","1","0","0","0","0","1","0","0","2024cprize-39"
"The Object of Ecosophy","Felix Guattari","1999","chapter","","","Princeton Architectural Press","","ECO-TEC: Architecture of the In-Between","","1","1","0","0","0","0","0","0","2020cprize-44"
"The Objectuals","Hyungkoo Lee","2014","other","","","","","","","1","0","0","1","0","0","0","0","2022cprize-28"
"The Oil Town of Ahmadi Since 1946","Reem Alissa","","article","","","","Comparative Studies of South Asia, Africa and the Middle East","","","1","1","0","0","0","0","0","0","2020cprize-29"
"The Ontology of the Enemy: Norbert Wiener and the Cybernetic Vision","Peter Galison","1994","article","","","","Critical Inquiry","","","1","0","0","1","0","0","0","0","2022cprize-27"
"The Oppositional Gaze","bell hooks","1992","chapter","","","","","Black Looks: Race and Representation","","1","0","0","0","0","1","0","0","2024cprize-05"
"The Option of Urbanism: Investing in a New American Dream","Christopher Leinberger","2009","book","","","Island Press","","","","1","1","0","0","0","0","0","0","2020cprize-26"
"The Organic Machine","R. White","1996","book","","","Hill and Wang","","","","1","1","0","0","0","0","0","0","2020cprize-09"
"The Origins of Fossil Capital: From Water to Steam in the British Cotton Industry","Andreas Malm","2013","article","","","","","","","1","0","0","0","0","0","1","0","2025cprize-01"
"The Origins of Sociable Life: Evolution After Science Studies","M.J. Hird","2009","book","","","Palgrave Macmillan","","","","1","0","0","0","0","0","0","1","2026cprize-08"
"The Origins of the Urban Crisis: Race and Inequality in Postwar Detroit","Thomas Sugrue","","book","","","","","","","1","0","0","0","0","0","0","1","2026cprize-13"
"The Overstory","R. Powers","2019","book","","","Vintage","","","","1","0","0","0","1","0","0","0","2023cprize-07"
"The Palace of the Arabian Nights","","","other","","","","","","","1","0","0","0","0","1","0","0","2024cprize-16"
"The Paradox of Metrics","Richard Graves","2020","chapter","","","Routledge","","","","1","0","1","0","0","0","0","0","2021cprize-40"
